Year,Value,Metric
2014,37.92,Top-1 Accuracy
2015,30.81,Top-1 Accuracy
2016,34.13,Top-1 Accuracy
2017,33.72,Top-1 Accuracy
2018,34.82,Top-1 Accuracy
2019,35.65,Top-1 Accuracy
2020,32.81,Top-1 Accuracy
2021,30.56,Top-1 Accuracy
2022,31.54,Top-1 Accuracy
2023,29.92,Top-1 Accuracy
2014,74.83,Top-5 Hit Rate
2015,70.63,Top-5 Hit Rate
2016,75.17,Top-5 Hit Rate
2017,73.63,Top-5 Hit Rate
2018,75.32,Top-5 Hit Rate
2019,73.7,Top-5 Hit Rate
2020,74.04,Top-5 Hit Rate
2021,72.73,Top-5 Hit Rate
2022,74.52,Top-5 Hit Rate
2023,73.52,Top-5 Hit Rate
2014,51.7,MRR
2015,44.96,MRR
2016,49.04,MRR
2017,49.3,MRR
2018,49.74,MRR
2019,49.92,MRR
2020,48.44,MRR
2021,46.78,MRR
2022,48.35,MRR
2023,47.62,MRR
2014,100.0,Coverage
2015,100.0,Coverage
2016,95.45,Coverage
2017,95.45,Coverage
2018,95.45,Coverage
2019,95.45,Coverage
2020,95.45,Coverage
2021,95.45,Coverage
2022,95.45,Coverage
2023,95.45,Coverage
2014,686.36,Diversity Ratio
2015,686.36,Diversity Ratio
2016,800.0,Diversity Ratio
2017,840.91,Diversity Ratio
2018,931.82,Diversity Ratio
2019,1309.09,Diversity Ratio
2020,509.09,Diversity Ratio
2021,531.82,Diversity Ratio
2022,745.45,Diversity Ratio
2023,540.91,Diversity Ratio
