Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,37.92,74.83,51.7,100.0,686.36
2015,30.81,70.63,44.96,100.0,686.36
2016,34.13,75.17,49.04,95.45,800.0
2017,33.72,73.63,49.3,95.45,840.91
2018,34.82,75.32,49.74,95.45,931.82
2019,35.65,73.7,49.92,95.45,1309.09
2020,32.81,74.04,48.44,95.45,509.09
2021,30.56,72.73,46.78,95.45,531.82
2022,31.54,74.52,48.35,95.45,745.45
2023,29.92,73.52,47.62,95.45,540.91
