Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,6.75,42.95,18.91,100.0,186.36
2015,5.81,44.12,18.32,100.0,159.09
2016,7.76,44.86,19.88,100.0,222.73
2017,7.78,44.03,19.5,100.0,218.18
2018,13.13,47.4,25.21,100.0,240.91
2019,14.97,49.78,28.05,100.0,381.82
2020,11.47,46.23,24.56,100.0,131.82
2021,16.29,51.66,29.09,100.0,331.82
2022,16.75,50.72,29.33,100.0,300.0
2023,15.41,49.14,27.91,100.0,204.55
