Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,29.0,81.7
2015,28.19,84.57
2016,29.68,85.41
2017,29.2,85.74
2018,30.0,86.39
2019,29.93,86.16
2020,25.78,81.62
2021,27.78,81.3
2022,32.17,84.93
2023,30.04,84.25
