Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,14.81,42.88,23.24,95.45,150.0
2015,14.08,43.39,22.95,95.45,122.73
2016,13.77,43.41,23.05,95.45,150.0
2017,13.89,42.2,22.57,95.45,118.18
2018,14.22,42.75,22.93,95.45,140.91
2019,14.96,42.97,23.58,95.45,140.91
2020,12.31,41.47,21.17,95.45,113.64
2021,13.91,43.99,22.84,95.45,118.18
2022,15.31,43.91,24.02,95.45,118.18
2023,13.78,42.62,22.79,95.45,104.55
