Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,0.01,0.59,0.2,86.36,3500.0
2015,0.01,0.47,0.16,86.36,3404.55
2016,0.02,0.57,0.2,77.27,3477.27
2017,0.01,0.52,0.17,72.73,3677.27
2018,0.01,0.48,0.16,77.27,3600.0
2019,0.01,0.45,0.15,68.18,4340.91
2020,0.0,0.45,0.15,54.55,2045.45
2021,0.03,0.42,0.15,59.09,2390.91
2022,0.01,0.67,0.22,63.64,3413.64
2023,0.02,0.55,0.19,59.09,1968.18
