Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,2.56,37.12
2015,1.95,35.91
2016,1.87,36.45
2017,1.94,35.84
2018,2.1,35.45
2019,2.15,36.37
2020,2.73,30.65
2021,1.74,32.64
2022,1.84,34.0
2023,1.96,33.35
