Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,13.67,42.64,23.45,100.0,250.0
2015,13.68,43.44,23.8,100.0,263.64
2016,13.9,43.4,23.96,95.45,309.09
2017,12.97,42.33,23.02,95.45,300.0
2018,13.31,42.56,23.41,95.45,290.91
2019,14.22,43.02,24.2,95.45,263.64
2020,10.9,41.42,21.26,95.45,136.36
2021,13.34,43.47,23.39,95.45,195.45
2022,14.43,43.11,23.93,95.45,254.55
2023,12.8,41.99,22.57,95.45,154.55
