Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,14.92,52.32,26.28,95.45,145.45
2015,14.64,51.02,25.32,95.45,140.91
2016,13.86,50.52,24.48,95.45,140.91
2017,13.53,50.47,24.63,95.45,163.64
2018,14.28,49.53,24.44,95.45,140.91
2019,14.65,50.83,25.23,95.45,159.09
2020,12.4,46.11,22.3,95.45,131.82
2021,11.26,48.42,22.28,95.45,140.91
2022,11.76,48.07,22.37,95.45,136.36
2023,11.13,47.16,22.2,95.45,122.73
