Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,35.12,66.95,46.4,100.0,159.09
2015,30.09,65.65,41.88,100.0,122.73
2016,28.77,67.86,42.72,95.45,140.91
2017,28.08,69.24,43.44,95.45,150.0
2018,29.66,65.68,42.26,95.45,140.91
2019,33.17,68.17,46.63,95.45,209.09
2020,25.08,66.7,41.13,95.45,113.64
2021,29.1,65.91,43.64,95.45,159.09
2022,33.44,69.24,47.34,95.45,136.36
2023,30.18,69.68,45.4,95.45,109.09
