Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,5.19,44.21,17.52,100.0,118.18
2015,5.56,47.41,18.51,100.0,118.18
2016,3.16,46.27,16.75,100.0,113.64
2017,3.21,45.32,16.48,95.45,104.55
2018,5.83,42.11,17.03,95.45,113.64
2019,6.99,42.22,17.93,95.45,122.73
2020,6.41,44.72,18.21,95.45,100.0
2021,6.62,38.34,16.01,95.45,109.09
2022,6.59,38.33,16.43,95.45,104.55
2023,6.39,39.19,16.35,95.45,104.55
