Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,4.0,34.54,13.52,100.0,100.0
2015,4.31,34.59,13.74,100.0,100.0
2017,4.49,35.36,14.35,100.0,100.0
2018,4.39,35.37,14.2,100.0,104.55
2019,4.16,35.37,14.0,100.0,100.0
2020,4.65,34.24,13.97,100.0,100.0
2021,3.75,35.65,13.49,100.0,100.0
2022,4.96,34.9,14.03,100.0,100.0
2023,3.94,34.75,13.61,100.0,100.0
