Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,15.82,51.91,27.07,100.0,322.73
2015,15.79,50.77,26.63,100.0,272.73
2016,15.21,50.4,26.04,95.45,272.73
2017,14.55,50.02,25.57,95.45,250.0
2018,15.65,49.08,25.83,95.45,250.0
2019,15.83,50.46,26.53,95.45,277.27
2020,13.67,45.68,23.55,95.45,200.0
2021,12.86,48.02,23.81,95.45,195.45
2022,12.69,47.9,23.43,95.45,277.27
2023,11.65,47.23,22.86,95.45,150.0
