Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,30.91,60.76,41.07,100.0,868.18
2015,24.91,61.91,38.06,100.0,981.82
2016,31.73,66.45,44.2,100.0,1050.0
2017,28.1,63.03,40.88,100.0,1045.45
2018,36.45,69.34,48.66,95.45,1127.27
2019,32.54,66.45,45.45,100.0,1640.91
2020,31.16,66.84,44.94,100.0,700.0
2021,31.82,67.48,45.5,100.0,618.18
2022,30.47,67.95,45.33,95.45,1013.64
2023,29.19,66.02,43.95,95.45,481.82
