Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,15.81,51.83
2015,15.78,50.59
2016,15.21,50.31
2017,14.55,49.93
2018,15.65,48.96
2019,15.83,50.36
2020,13.67,45.67
2021,12.85,47.94
2022,12.69,47.79
2023,11.65,47.19
