Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,21.3,52.69
2015,19.69,51.86
2016,19.81,51.78
2017,19.6,50.46
2018,20.2,50.02
2019,20.8,50.99
2020,14.91,47.48
2021,16.96,48.7
2022,20.01,49.5
2023,18.02,48.58
