Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,18.87,51.2,29.64,100.0,918.18
2015,18.72,51.61,29.84,100.0,1004.55
2016,19.13,52.65,30.57,100.0,1104.55
2017,18.56,51.71,29.91,100.0,1036.36
2018,19.78,52.14,30.99,100.0,954.55
2019,19.23,52.06,30.54,100.0,1313.64
2020,13.54,48.2,25.79,95.45,586.36
2021,18.45,53.87,30.37,95.45,559.09
2022,20.44,53.57,31.6,100.0,922.73
2023,18.96,53.21,30.73,95.45,518.18
