Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,17.12,53.69,28.69,100.0,1404.55
2015,15.75,54.23,28.0,100.0,1718.18
2016,15.12,54.47,28.24,95.45,1227.27
2017,14.73,52.12,27.09,95.45,1640.91
2018,19.44,51.81,31.22,95.45,2631.82
2019,19.81,54.74,32.83,95.45,2750.0
2020,13.9,52.38,28.4,95.45,545.45
2021,18.12,52.44,30.79,95.45,2150.0
2022,20.1,53.34,32.35,95.45,1659.09
2023,17.66,52.46,30.04,95.45,681.82
