Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,31.19,54.04,39.52,100.0,150.0
2015,29.2,57.57,39.99,100.0,177.27
2016,31.29,56.11,40.76,100.0,154.55
2017,27.39,54.47,37.89,100.0,259.09
2018,34.03,62.98,45.47,100.0,150.0
2019,33.9,64.15,45.69,100.0,354.55
2020,32.48,61.3,44.16,100.0,163.64
2021,34.27,65.43,46.51,100.0,150.0
2022,35.71,63.3,46.31,100.0,231.82
2023,32.37,62.73,44.6,100.0,131.82
