Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,26.52,59.64,38.07,100.0,636.36
2015,27.64,58.96,38.42,100.0,586.36
2016,26.24,59.21,37.66,100.0,690.91
2017,24.41,57.62,35.78,95.45,740.91
2018,26.07,57.74,36.94,95.45,731.82
2019,26.46,58.39,37.46,95.45,790.91
2020,20.37,51.98,31.08,95.45,454.55
2021,22.96,54.39,33.69,95.45,672.73
2022,22.81,56.95,34.52,95.45,709.09
2023,21.88,56.2,33.62,95.45,504.55
