Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,7.52,42.53,18.04,100.0,127.27
2015,5.82,42.08,17.44,100.0,100.0
2016,9.62,42.31,20.06,100.0,118.18
2017,9.72,41.12,19.7,100.0,122.73
2018,13.46,42.9,23.21,100.0,131.82
2019,13.19,43.47,23.64,100.0,204.55
2020,10.48,40.15,20.93,100.0,104.55
2021,13.16,43.32,23.01,100.0,122.73
2022,13.99,43.82,23.7,100.0,186.36
2023,13.45,41.82,22.83,100.0,104.55
