Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,12.26,42.26,21.87,100.0,2395.45
2015,11.35,43.46,21.97,100.0,3309.09
2016,10.16,43.26,21.57,100.0,2690.91
2017,10.27,41.5,21.1,100.0,1027.27
2018,14.66,43.75,25.49,100.0,3440.91
2019,14.97,45.58,26.7,100.0,4177.27
2020,10.83,43.68,23.25,100.0,1077.27
2021,17.18,46.54,28.16,100.0,2313.64
2022,16.03,46.09,27.24,100.0,2768.18
2023,13.9,44.67,25.44,100.0,1150.0
