Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,3.69,35.05,13.36,100.0,109.09
2015,3.8,34.61,13.28,100.0,104.55
2016,3.97,35.24,13.57,100.0,104.55
2017,4.1,35.4,14.04,100.0,104.55
2018,4.13,36.01,14.17,100.0,109.09
2019,4.03,35.9,14.06,100.0,113.64
2020,4.15,34.33,13.74,100.0,100.0
2021,3.6,35.37,13.27,100.0,100.0
2022,4.5,35.7,13.92,100.0,104.55
2023,3.77,35.46,13.59,100.0,104.55
