Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,3.69,35.05
2015,3.8,34.61
2016,3.97,35.24
2017,4.1,35.4
2018,4.13,36.01
2019,4.03,35.9
2020,4.15,34.33
2021,3.6,35.37
2022,4.5,35.7
2023,3.77,35.46
