Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,10.77,36.24
2015,5.89,35.21
2016,6.54,38.6
2017,6.28,37.22
2018,12.38,38.24
2019,10.16,36.98
2020,8.05,35.47
2021,6.9,33.43
2022,9.54,37.97
2023,9.05,36.08
