Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,19.4,52.22,30.84,95.45,309.09
2015,18.29,51.55,29.8,95.45,259.09
2016,19.0,51.52,30.0,95.45,272.73
2017,17.95,50.43,28.97,95.45,231.82
2018,19.0,49.7,29.52,95.45,250.0
2019,19.5,50.57,30.06,95.45,340.91
2020,14.47,47.91,25.48,95.45,140.91
2021,15.93,48.61,26.62,95.45,190.91
2022,18.27,49.35,28.45,95.45,213.64
2023,16.24,48.78,26.81,95.45,163.64
