Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,0.01,0.3,0.13,86.36,97427.27
2015,0.0,0.41,0.15,77.27,93145.45
2016,0.0,0.43,0.16,72.73,93745.45
2017,0.0,0.32,0.14,68.18,108081.82
2018,0.01,0.53,0.24,63.64,106490.91
2019,0.01,0.51,0.19,63.64,98568.18
2020,0.0,0.39,0.18,54.55,27263.64
2021,0.01,0.41,0.18,45.45,41454.55
2022,0.01,0.36,0.15,68.18,93331.82
2023,0.0,0.23,0.1,63.64,23131.82
