Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,30.91,60.76
2015,24.91,61.91
2016,31.73,66.44
2017,28.1,63.03
2018,36.45,69.34
2019,32.54,66.45
2020,31.16,66.84
2021,31.82,67.46
2022,30.47,67.95
2023,29.19,66.01
