Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,41.48,75.64
2015,39.52,71.93
2016,39.57,73.71
2017,39.24,75.6
2018,37.66,72.66
2019,37.21,73.25
2020,41.2,73.74
2021,36.47,74.75
2022,40.81,78.09
2023,36.32,76.69
