Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,21.77,56.49,34.79,100.0,290.91
2015,22.83,57.14,35.73,100.0,218.18
2016,26.47,62.33,40.57,95.45,268.18
2017,21.38,57.95,35.31,95.45,300.0
2018,27.46,69.35,43.67,95.45,177.27
2019,27.33,65.43,41.64,95.45,390.91
2020,27.4,66.28,42.19,95.45,177.27
2021,30.19,65.04,43.72,95.45,195.45
2022,30.26,67.07,44.58,95.45,645.45
2023,25.5,63.77,40.45,95.45,131.82
