Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,13.86,58.42
2015,3.49,59.09
2016,12.17,61.73
2017,12.53,59.93
2018,20.25,61.93
2019,21.94,64.4
2020,15.05,60.97
2021,20.83,60.54
2022,21.11,63.76
2023,20.6,61.5
