Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,32.9,68.52,46.42,100.0,1568.18
2015,27.28,68.21,42.71,100.0,1040.91
2016,30.21,67.58,45.12,95.45,963.64
2017,31.15,70.31,46.84,95.45,1304.55
2018,28.22,69.51,43.63,95.45,1900.0
2019,29.51,70.51,45.12,95.45,3454.55
2020,27.53,68.43,42.88,95.45,618.18
2021,28.73,71.05,45.2,95.45,1159.09
2022,30.87,72.76,46.48,95.45,2450.0
2023,29.78,72.96,46.12,95.45,709.09
