Year,Value,Metric
2014,3.18,Top-1 Accuracy
2015,3.19,Top-1 Accuracy
2016,3.09,Top-1 Accuracy
2017,2.85,Top-1 Accuracy
2018,2.82,Top-1 Accuracy
2019,2.97,Top-1 Accuracy
2020,3.7,Top-1 Accuracy
2021,2.2,Top-1 Accuracy
2022,2.2,Top-1 Accuracy
2023,2.45,Top-1 Accuracy
2014,24.27,Top-5 Hit Rate
2015,25.06,Top-5 Hit Rate
2016,25.7,Top-5 Hit Rate
2017,27.35,Top-5 Hit Rate
2018,27.03,Top-5 Hit Rate
2019,27.65,Top-5 Hit Rate
2020,30.8,Top-5 Hit Rate
2021,22.67,Top-5 Hit Rate
2022,24.54,Top-5 Hit Rate
2023,25.98,Top-5 Hit Rate
