Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,32.88,68.46
2015,27.28,68.21
2016,30.2,67.55
2017,31.14,70.28
2018,28.22,69.49
2019,29.49,70.46
2020,27.51,68.41
2021,28.71,70.94
2022,30.85,72.73
2023,29.73,72.89
