Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,5.9,43.67,17.5,100.0,100.0
2015,5.18,40.96,15.99,95.45,100.0
2016,4.01,40.16,14.9,100.0,100.0
2017,5.76,42.25,16.87,95.45,95.45
2018,5.0,38.63,15.19,95.45,95.45
2019,4.96,39.36,15.31,95.45,95.45
2020,4.9,39.12,15.41,95.45,95.45
2021,3.75,38.31,14.08,95.45,95.45
2023,3.84,38.81,14.29,95.45,95.45
