Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,18.5,41.89
2015,18.06,41.63
2016,17.6,41.7
2017,16.51,39.91
2018,17.9,41.06
2019,18.04,41.39
2020,15.37,37.6
2021,17.2,43.14
2022,15.94,43.22
2023,16.18,41.56
