Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,14.3,45.68,24.18,100.0,286.36
2015,14.4,45.71,24.31,100.0,327.27
2016,14.45,45.98,24.4,100.0,286.36
2017,13.76,44.67,23.68,100.0,295.45
2018,14.48,45.03,24.18,100.0,277.27
2019,14.72,45.46,24.61,100.0,354.55
2020,13.64,43.57,23.35,100.0,190.91
2021,13.86,46.37,24.3,100.0,190.91
2022,13.9,45.5,23.88,100.0,295.45
2023,13.57,44.42,23.79,100.0,163.64
