Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,27.1,63.01,39.39,95.45,709.09
2015,25.59,62.43,38.13,95.45,740.91
2016,26.04,63.88,38.85,95.45,863.64
2017,24.72,62.78,37.56,95.45,818.18
2018,26.41,62.1,38.71,95.45,781.82
2019,26.31,62.48,38.68,95.45,981.82
2020,18.23,57.63,31.8,95.45,477.27
2021,21.21,58.92,33.67,95.45,522.73
2022,25.17,60.89,36.98,95.45,763.64
2023,22.63,61.74,35.47,95.45,418.18
