Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,7.42,25.06,12.98,68.18,2463.64
2015,7.61,24.45,12.89,63.64,2618.18
2016,8.16,25.32,13.58,63.64,2836.36
2017,8.13,25.77,13.62,63.64,2718.18
2018,7.53,25.03,12.99,63.64,3040.91
2019,7.82,25.63,13.32,63.64,3413.64
2020,8.91,22.42,13.0,50.0,1327.27
2021,8.62,25.53,13.74,54.55,1340.91
2022,9.74,27.41,15.31,68.18,2468.18
2023,9.98,26.4,15.07,59.09,1081.82
