Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,38.48,71.83
2015,37.03,70.66
2016,34.79,69.4
2017,33.55,69.24
2018,31.2,71.47
2019,33.74,73.19
2020,33.69,70.69
2021,29.3,71.99
2022,34.58,73.72
2023,31.36,71.64
