Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,10.77,36.24,18.9,100.0,177.27
2015,5.89,35.21,15.42,95.45,131.82
2016,6.54,38.6,17.53,100.0,163.64
2017,6.28,37.22,16.76,95.45,154.55
2018,12.38,38.24,20.92,95.45,209.09
2019,10.16,36.98,19.38,95.45,172.73
2020,8.05,35.47,17.24,95.45,118.18
2021,6.9,33.43,15.74,95.45,159.09
2022,9.54,37.97,19.31,95.45,159.09
2023,9.05,36.08,17.86,95.45,104.55
