Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,31.18,64.56,43.12,100.0,177.27
2015,30.01,59.97,40.94,100.0,181.82
2016,24.56,54.06,35.05,95.45,200.0
2017,24.0,55.65,35.46,95.45,200.0
2018,29.01,60.25,39.96,95.45,172.73
2019,29.3,61.39,40.69,95.45,231.82
2020,29.38,61.86,41.33,95.45,136.36
2021,25.47,60.24,37.94,95.45,168.18
2022,30.3,64.43,42.38,95.45,240.91
2023,25.95,63.16,39.3,95.45,118.18
