Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,20.65,48.58,30.6,100.0,231.82
2015,22.44,49.98,32.54,100.0,209.09
2016,20.86,45.8,30.1,100.0,236.36
2017,16.93,43.08,26.65,100.0,181.82
2018,29.65,55.94,38.81,100.0,200.0
2019,27.96,54.66,37.41,100.0,236.36
2020,27.47,55.51,37.64,100.0,145.45
2021,29.42,55.19,38.61,100.0,172.73
2022,32.5,57.19,41.44,100.0,240.91
2023,26.33,53.45,36.0,95.45,118.18
