Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,18.5,41.89,25.7,100.0,2372.73
2015,18.06,41.63,25.25,100.0,2390.91
2016,17.6,41.7,24.94,100.0,2327.27
2017,16.51,39.91,23.71,100.0,2736.36
2018,17.9,41.06,25.08,100.0,2768.18
2019,18.04,41.39,25.26,100.0,3440.91
2020,15.37,37.6,22.08,100.0,1154.55
2021,17.2,43.14,24.95,100.0,1381.82
2022,15.94,43.22,24.26,100.0,2209.09
2023,16.18,41.56,24.03,100.0,1040.91
