Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,3.96,35.36,13.76,100.0,127.27
2015,4.64,37.61,14.86,100.0,127.27
2016,3.49,38.69,14.72,100.0,127.27
2017,3.48,37.35,14.44,100.0,140.91
2018,5.09,37.21,15.58,100.0,145.45
2019,5.8,37.66,16.34,100.0,168.18
2020,5.36,38.84,16.26,100.0,113.64
2021,5.72,34.75,14.64,100.0,122.73
2022,6.32,36.27,16.08,100.0,122.73
2023,5.39,36.37,15.31,100.0,109.09
