Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,19.16,53.11
2015,19.59,53.46
2016,20.14,54.76
2017,19.53,52.75
2018,20.94,54.16
2019,20.29,54.31
2020,14.56,51.24
2021,19.26,56.26
2022,21.54,56.16
2023,19.19,54.46
