Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,13.95,48.02
2015,5.86,49.25
2016,6.78,45.83
2017,6.52,44.76
2018,15.55,46.86
2019,13.94,45.75
2020,9.33,41.62
2021,6.35,39.43
2022,12.45,44.95
2023,10.14,42.08
