Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2015,26.54,65.15,40.07,95.24,390.48
2016,26.68,65.68,40.17,95.24,390.48
2017,25.49,65.12,39.22,95.24,438.1
2018,27.09,64.88,40.41,95.24,390.48
2019,27.35,65.13,40.52,95.24,490.48
2020,18.42,60.36,32.83,95.24,204.76
2021,21.91,62.3,35.48,95.24,223.81
2022,25.79,63.72,38.59,95.24,352.38
2023,23.14,63.42,36.57,95.24,185.71
