Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,23.35,46.38
2015,22.99,46.27
2016,22.7,46.42
2017,20.98,45.24
2018,22.89,46.47
2019,22.87,46.69
2020,18.64,42.54
2021,22.07,47.53
2022,21.39,47.46
2023,19.67,45.6
