Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,0.82,18.96,5.68,36.36,1736.36
2015,0.92,19.75,6.03,40.91,1800.0
2016,0.9,20.85,6.29,36.36,1654.55
2017,0.9,21.81,6.48,50.0,1859.09
2018,0.78,21.16,6.16,36.36,1909.09
2019,0.78,20.91,6.16,50.0,2386.36
2020,0.77,22.81,6.59,40.91,963.64
2021,1.03,20.33,6.26,40.91,1068.18
2022,0.93,21.23,6.39,40.91,1645.45
2023,1.08,23.86,7.27,36.36,854.55
