Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,18.87,51.2
2015,18.72,51.59
2016,19.13,52.63
2017,18.56,51.69
2018,19.78,52.12
2019,19.23,52.05
2020,13.54,48.19
2021,18.45,53.83
2022,20.44,53.55
2023,18.96,53.19
