Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,13.95,48.02,25.3,100.0,154.55
2015,5.86,49.25,20.28,100.0,136.36
2016,6.78,45.83,20.6,95.45,150.0
2017,6.52,44.76,19.69,95.45,136.36
2018,15.55,46.86,25.76,95.45,213.64
2019,13.94,45.75,24.85,95.45,190.91
2020,9.33,41.62,20.52,95.45,118.18
2021,6.35,39.43,17.39,95.45,127.27
2022,12.45,44.95,23.52,95.45,154.55
2023,10.14,42.08,20.19,95.45,118.18
