Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,0.01,0.59,0.25,54.55,93059.09
2015,0.02,0.92,0.36,50.0,86650.0
2016,0.01,0.94,0.36,45.45,85772.73
2017,0.02,0.68,0.28,54.55,97386.36
2018,0.01,0.77,0.31,40.91,91168.18
2019,0.01,1.18,0.46,63.64,147004.55
2020,0.01,0.82,0.33,36.36,24931.82
2021,0.0,0.88,0.33,36.36,36100.0
2022,0.01,0.78,0.3,45.45,78127.27
2023,0.0,1.04,0.41,45.45,22909.09
