Year,Top-1 Accuracy (%),Top-5 Hit Rate (%)
2014,26.52,59.64
2015,27.64,58.96
2016,26.24,59.21
2017,24.41,57.62
2018,26.07,57.74
2019,26.46,58.39
2020,20.37,51.98
2021,22.96,54.39
2022,22.81,56.95
2023,21.88,56.2
