Year,Top-1 Accuracy (%),Top-5 Hit Rate (%),MRR (%),Coverage (%),Diversity Ratio (%)
2014,19.73,55.24,30.98,100.0,1554.55
2015,19.84,54.51,30.72,100.0,1450.0
2016,17.92,54.51,29.21,100.0,1440.91
2017,17.2,53.07,28.35,95.45,1809.09
2018,18.18,52.73,28.9,95.45,1781.82
2019,18.5,53.61,29.42,95.45,2040.91
2020,15.48,48.31,25.33,95.45,795.45
2021,15.77,50.1,25.95,95.45,904.55
2022,14.62,52.24,26.02,95.45,1481.82
2023,15.48,51.29,26.12,95.45,622.73
